List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,100.0%,0.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,60.0%,0.0%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,36.7%
r13,25.7%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,2.5%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,42.2%,33.3%
r25,3.3%,23.3%
r23,0.0%,0.0%
r18,13.3%,16.7%
r11,24.4%,13.3%
r27,0.0%,0.0%
r5,0.0%,27.5%
r17,6.7%,53.3%
r19,100.0%,100.0%
r8,0.0%,90.0%
r1,0.0%,73.3%
r30,13.3%,13.3%
r22,9.5%,2.4%
r26,6.7%,0.0%
r9,0.0%,0.0%
r14,48.9%,0.0%
r2,50.0%,0.0%
r20,27.5%,7.5%
r15,20.0%,20.0%
Total,29.1%,25.0%
