List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,0.0%,60.0%
r4,0.0%,0.0%
r33,85.7%,100.0%
r12,40.0%,36.7%
r13,14.3%,31.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,25.0%,22.5%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,37.8%,37.8%
r25,3.3%,23.3%
r23,0.0%,0.0%
r18,20.0%,3.3%
r11,26.7%,15.6%
r27,96.0%,96.0%
r5,0.0%,27.5%
r17,3.3%,50.0%
r19,100.0%,100.0%
r8,96.7%,93.3%
r1,3.3%,0.0%
r30,0.0%,36.7%
r22,0.0%,14.3%
r26,0.0%,20.0%
r9,0.0%,0.0%
r14,48.9%,51.1%
r2,45.0%,0.0%
r20,42.5%,42.5%
r15,26.7%,26.7%
Total,30.7%,35.4%
