List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,26.7%,26.7%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,37.1%,22.9%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,26.7%,3.3%
r13,94.3%,94.3%
r6,51.4%,51.4%
r29,100.0%,100.0%
r3,6.7%,20.0%
r24,32.5%,10.0%
r32,100.0%,100.0%
r16,3.3%,3.3%
r28,42.2%,42.2%
r25,3.3%,76.7%
r23,5.6%,0.0%
r18,13.3%,10.0%
r11,22.2%,73.3%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,43.3%,43.3%
r1,76.7%,0.0%
r30,6.7%,10.0%
r22,4.8%,21.4%
r26,0.0%,100.0%
r9,95.5%,95.5%
r14,24.4%,15.6%
r2,32.5%,62.5%
r20,0.0%,20.0%
r15,0.0%,30.0%
Total,35.6%,39.3%
