List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,5.7%,62.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,33.3%
r13,94.3%,94.3%
r6,54.3%,5.7%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,15.0%,10.0%
r32,0.0%,100.0%
r16,43.3%,43.3%
r28,42.2%,42.2%
r25,80.0%,80.0%
r23,11.1%,16.7%
r18,30.0%,20.0%
r11,73.3%,22.2%
r27,96.0%,4.0%
r5,25.0%,55.0%
r17,0.0%,33.3%
r19,100.0%,100.0%
r8,80.0%,3.3%
r1,96.7%,96.7%
r30,0.0%,26.7%
r22,9.5%,31.0%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,37.8%,60.0%
r2,62.5%,62.5%
r20,22.5%,72.5%
r15,0.0%,0.0%
Total,47.4%,50.3%
