List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,25.0%
r34,31.4%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,0.0%
r13,40.0%,5.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,17.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,24.4%
r25,13.3%,40.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,15.6%,11.1%
r27,96.0%,96.0%
r5,25.0%,2.5%
r17,6.7%,0.0%
r19,0.0%,100.0%
r8,96.7%,0.0%
r1,3.3%,73.3%
r30,3.3%,40.0%
r22,2.4%,0.0%
r26,26.7%,13.3%
r9,0.0%,22.7%
r14,62.2%,64.4%
r2,27.5%,10.0%
r20,30.0%,52.5%
r15,0.0%,26.7%
Total,33.0%,32.5%
