List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,20.0%
r33,85.7%,100.0%
r12,20.0%,40.0%
r13,2.9%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,10.0%,32.5%
r32,100.0%,100.0%
r16,30.0%,76.7%
r28,42.2%,33.3%
r25,46.7%,23.3%
r23,0.0%,0.0%
r18,13.3%,20.0%
r11,13.3%,17.8%
r27,96.0%,96.0%
r5,0.0%,2.5%
r17,6.7%,0.0%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,63.3%,73.3%
r30,40.0%,40.0%
r22,7.1%,2.4%
r26,13.3%,0.0%
r9,13.6%,0.0%
r14,64.4%,33.3%
r2,25.0%,37.5%
r20,25.0%,17.5%
r15,0.0%,0.0%
Total,31.1%,31.9%
