List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,8.6%,2.9%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,60.0%,40.0%
r6,40.0%,40.0%
r29,90.4%,90.4%
r3,6.7%,13.3%
r24,12.5%,15.0%
r32,96.7%,96.7%
r16,6.7%,36.7%
r28,24.4%,75.6%
r25,76.7%,0.0%
r23,22.2%,11.1%
r18,6.7%,13.3%
r11,22.2%,24.4%
r27,0.0%,4.0%
r5,25.0%,22.5%
r17,16.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,20.0%,26.7%
r30,36.7%,16.7%
r22,2.4%,4.8%
r26,40.0%,40.0%
r9,95.5%,95.5%
r14,22.2%,46.7%
r2,95.0%,0.0%
r20,0.0%,5.0%
r15,0.0%,0.0%
Total,37.6%,30.7%
