List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,0.0%,0.0%
r10,40.0%,60.0%
r21,0.0%,75.0%
r34,8.6%,0.0%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,5.7%,0.0%
r6,97.1%,97.1%
r29,0.0%,13.5%
r3,33.3%,20.0%
r24,12.5%,12.5%
r32,100.0%,0.0%
r16,3.3%,46.7%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,33.3%,5.6%
r18,23.3%,26.7%
r11,73.3%,33.3%
r27,4.0%,96.0%
r5,25.0%,30.0%
r17,40.0%,36.7%
r19,100.0%,0.0%
r8,0.0%,80.0%
r1,70.0%,73.3%
r30,3.3%,20.0%
r22,0.0%,14.3%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,42.2%,62.2%
r2,32.5%,32.5%
r20,0.0%,80.0%
r15,30.0%,30.0%
Total,34.9%,39.3%
