List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,0.0%
r10,0.0%,40.0%
r21,75.0%,0.0%
r34,40.0%,20.0%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,40.0%,40.0%
r6,91.4%,94.3%
r29,46.2%,50.0%
r3,20.0%,6.7%
r24,7.5%,15.0%
r32,96.7%,96.7%
r16,40.0%,40.0%
r28,42.2%,42.2%
r25,83.3%,3.3%
r23,11.1%,11.1%
r18,20.0%,20.0%
r11,22.2%,24.4%
r27,4.0%,0.0%
r5,42.5%,12.5%
r17,3.3%,16.7%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,3.3%,33.3%
r22,9.5%,2.4%
r26,40.0%,0.0%
r9,0.0%,100.0%
r14,17.8%,2.2%
r2,30.0%,42.5%
r20,47.5%,75.0%
r15,53.3%,30.0%
Total,36.8%,33.8%
