List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,68.6%,68.6%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,13.3%
r13,94.3%,40.0%
r6,51.4%,40.0%
r29,80.8%,90.4%
r3,0.0%,13.3%
r24,15.0%,12.5%
r32,96.7%,0.0%
r16,33.3%,46.7%
r28,42.2%,42.2%
r25,3.3%,80.0%
r23,16.7%,5.6%
r18,3.3%,13.3%
r11,22.2%,24.4%
r27,96.0%,96.0%
r5,5.0%,5.0%
r17,10.0%,0.0%
r19,0.0%,0.0%
r8,43.3%,80.0%
r1,96.7%,70.0%
r30,0.0%,3.3%
r22,2.4%,2.4%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,51.1%,2.2%
r2,42.5%,0.0%
r20,72.5%,20.0%
r15,0.0%,90.0%
Total,44.1%,34.8%
