List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,3.3%,36.7%
r13,45.7%,2.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,2.5%,17.5%
r32,100.0%,100.0%
r16,76.7%,0.0%
r28,24.4%,75.6%
r25,6.7%,3.3%
r23,0.0%,0.0%
r18,10.0%,20.0%
r11,11.1%,13.3%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,3.3%,6.7%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,73.3%
r30,43.3%,40.0%
r22,14.3%,2.4%
r26,6.7%,6.7%
r9,0.0%,27.3%
r14,64.4%,60.0%
r2,47.5%,45.0%
r20,40.0%,22.5%
r15,26.7%,0.0%
Total,25.8%,36.4%
