List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,0.0%,54.3%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,0.0%,3.3%
r13,40.0%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,27.5%,5.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,33.3%,33.3%
r25,3.3%,16.7%
r23,0.0%,0.0%
r18,23.3%,23.3%
r11,20.0%,20.0%
r27,96.0%,96.0%
r5,27.5%,25.0%
r17,0.0%,0.0%
r19,100.0%,0.0%
r8,0.0%,83.3%
r1,43.3%,26.7%
r30,40.0%,13.3%
r22,4.8%,9.5%
r26,20.0%,20.0%
r9,31.8%,0.0%
r14,57.8%,48.9%
r2,47.5%,0.0%
r20,10.0%,47.5%
r15,0.0%,26.7%
Total,28.1%,27.9%
