List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,23.3%
r10,0.0%,40.0%
r21,100.0%,0.0%
r34,20.0%,17.1%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,40.0%,5.7%
r6,2.9%,94.3%
r29,17.3%,40.4%
r3,13.3%,0.0%
r24,7.5%,15.0%
r32,96.7%,96.7%
r16,40.0%,40.0%
r28,66.7%,42.2%
r25,83.3%,0.0%
r23,11.1%,11.1%
r18,20.0%,20.0%
r11,22.2%,48.9%
r27,0.0%,100.0%
r5,15.0%,42.5%
r17,23.3%,3.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,70.0%,0.0%
r30,6.7%,33.3%
r22,2.4%,0.0%
r26,60.0%,40.0%
r9,0.0%,100.0%
r14,22.2%,51.1%
r2,42.5%,42.5%
r20,75.0%,75.0%
r15,36.7%,53.3%
Total,33.4%,38.3%
