List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,20.0%
r21,100.0%,0.0%
r34,34.3%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,20.0%,40.0%
r13,31.4%,11.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,46.7%,0.0%
r24,15.0%,15.0%
r32,100.0%,0.0%
r16,40.0%,46.7%
r28,33.3%,24.4%
r25,76.7%,76.7%
r23,0.0%,0.0%
r18,13.3%,6.7%
r11,4.4%,22.2%
r27,96.0%,96.0%
r5,7.5%,27.5%
r17,6.7%,43.3%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,56.7%,56.7%
r30,43.3%,20.0%
r22,7.1%,16.7%
r26,0.0%,13.3%
r9,50.0%,0.0%
r14,37.8%,28.9%
r2,27.5%,47.5%
r20,0.0%,57.5%
r15,0.0%,26.7%
Total,36.0%,36.9%
