List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,25.0%,75.0%
r34,22.9%,34.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,13.3%,40.0%
r13,40.0%,17.1%
r6,5.7%,88.6%
r29,9.6%,40.4%
r3,6.7%,13.3%
r24,15.0%,15.0%
r32,96.7%,0.0%
r16,30.0%,40.0%
r28,33.3%,24.4%
r25,83.3%,6.7%
r23,16.7%,5.6%
r18,6.7%,20.0%
r11,48.9%,22.2%
r27,100.0%,100.0%
r5,42.5%,2.5%
r17,6.7%,13.3%
r19,0.0%,0.0%
r8,83.3%,3.3%
r1,70.0%,6.7%
r30,3.3%,3.3%
r22,2.4%,23.8%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,24.4%,24.4%
r2,30.0%,30.0%
r20,47.5%,47.5%
r15,0.0%,66.7%
Total,37.0%,32.6%
