List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,10.0%,10.0%
r33,14.3%,100.0%
r12,36.7%,40.0%
r13,5.7%,31.4%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,73.3%
r24,7.5%,2.5%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,37.8%,37.8%
r25,3.3%,6.7%
r23,5.6%,0.0%
r18,20.0%,3.3%
r11,13.3%,17.8%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,6.7%,6.7%
r19,100.0%,0.0%
r8,96.7%,96.7%
r1,70.0%,16.7%
r30,23.3%,3.3%
r22,2.4%,26.2%
r26,6.7%,0.0%
r9,0.0%,13.6%
r14,46.7%,28.9%
r2,5.0%,45.0%
r20,32.5%,0.0%
r15,26.7%,0.0%
Total,29.9%,33.8%
