List,gaussian_mixture,kmeans
c12,40.0%,40.0%
c13,8.6%,5.7%
c18,3.3%,26.7%
c21,5.3%,5.3%
c6,97.1%,97.1%
c3,73.3%,73.3%
c1,73.3%,73.3%
c23,34.2%,18.4%
c5,7.5%,7.5%
c17,53.3%,6.7%
c11,2.2%,13.3%
c2,47.5%,47.5%
c7,0.0%,0.0%
c16,0.0%,73.3%
c15,13.3%,26.7%
c10,0.0%,20.0%
c20,31.6%,18.4%
c14,57.8%,42.2%
c9,4.5%,40.9%
c19,100.0%,100.0%
c22,37.8%,37.8%
c8,93.3%,0.0%
c4,0.0%,0.0%
Total,34.1%,32.1%
