List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,54.3%,31.4%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,36.7%
r13,37.1%,34.3%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,73.3%,80.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,42.2%
r25,30.0%,10.0%
r23,0.0%,0.0%
r18,20.0%,6.7%
r11,13.3%,8.9%
r27,100.0%,96.0%
r5,27.5%,2.5%
r17,0.0%,6.7%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,0.0%,23.3%
r30,10.0%,3.3%
r22,11.9%,4.8%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,44.4%,62.2%
r2,47.5%,10.0%
r20,22.5%,25.0%
r15,16.7%,0.0%
Total,30.6%,34.5%
