List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,76.7%
r10,40.0%,0.0%
r21,75.0%,75.0%
r34,80.0%,80.0%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,23.3%,6.7%
r13,94.3%,94.3%
r6,0.0%,91.4%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,5.0%,12.5%
r32,0.0%,0.0%
r16,26.7%,3.3%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,20.0%,3.3%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,25.0%,37.5%
r17,3.3%,36.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,0.0%,0.0%
r30,20.0%,10.0%
r22,7.1%,9.5%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,64.4%,48.9%
r2,60.0%,32.5%
r20,0.0%,5.0%
r15,0.0%,0.0%
Total,41.9%,43.2%
