List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,62.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,6.7%,53.3%
r24,12.5%,15.0%
r32,100.0%,100.0%
r16,0.0%,66.7%
r28,75.6%,24.4%
r25,76.7%,30.0%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,13.3%,31.1%
r27,100.0%,96.0%
r5,27.5%,15.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,83.3%,86.7%
r1,16.7%,16.7%
r30,6.7%,13.3%
r22,9.5%,2.4%
r26,53.3%,0.0%
r9,54.5%,63.6%
r14,68.9%,44.4%
r2,30.0%,20.0%
r20,55.0%,0.0%
r15,0.0%,26.7%
Total,41.0%,37.6%
