List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,0.0%,100.0%
r34,80.0%,74.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,13.3%
r13,51.4%,51.4%
r6,97.1%,97.1%
r29,100.0%,0.0%
r3,6.7%,6.7%
r24,12.5%,2.5%
r32,100.0%,100.0%
r16,43.3%,46.7%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,100.0%,100.0%
r5,0.0%,15.0%
r17,23.3%,13.3%
r19,0.0%,0.0%
r8,0.0%,3.3%
r1,10.0%,70.0%
r30,16.7%,16.7%
r22,16.7%,11.9%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,53.3%,6.7%
r2,55.0%,55.0%
r20,47.5%,75.0%
r15,0.0%,0.0%
Total,46.8%,43.4%
