List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,100.0%,100.0%
r34,57.1%,42.9%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,6.7%
r13,42.9%,11.4%
r6,91.4%,97.1%
r29,40.4%,34.6%
r3,6.7%,13.3%
r24,15.0%,15.0%
r32,96.7%,0.0%
r16,10.0%,30.0%
r28,57.8%,57.8%
r25,83.3%,3.3%
r23,16.7%,0.0%
r18,23.3%,6.7%
r11,22.2%,48.9%
r27,100.0%,100.0%
r5,42.5%,5.0%
r17,20.0%,10.0%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,0.0%
r30,3.3%,3.3%
r22,4.8%,2.4%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,33.3%,37.8%
r2,55.0%,45.0%
r20,75.0%,75.0%
r15,33.3%,83.3%
Total,44.9%,31.7%
