List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,100.0%
r34,74.3%,42.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,0.0%
r13,94.3%,0.0%
r6,97.1%,97.1%
r29,90.4%,9.6%
r3,13.3%,6.7%
r24,15.0%,2.5%
r32,100.0%,100.0%
r16,33.3%,50.0%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,16.7%,11.1%
r18,13.3%,23.3%
r11,22.2%,73.3%
r27,100.0%,100.0%
r5,7.5%,15.0%
r17,20.0%,13.3%
r19,0.0%,0.0%
r8,6.7%,6.7%
r1,0.0%,70.0%
r30,0.0%,16.7%
r22,16.7%,19.0%
r26,0.0%,60.0%
r9,0.0%,0.0%
r14,53.3%,55.6%
r2,55.0%,50.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,44.8%,38.7%
