List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,0.0%
r21,75.0%,75.0%
r34,5.7%,11.4%
r4,10.0%,20.0%
r33,100.0%,0.0%
r12,23.3%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,0.0%
r3,13.3%,13.3%
r24,12.5%,12.5%
r32,0.0%,0.0%
r16,46.7%,33.3%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,27.8%,27.8%
r18,20.0%,10.0%
r11,73.3%,73.3%
r27,100.0%,96.0%
r5,7.5%,55.0%
r17,36.7%,13.3%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,0.0%,0.0%
r30,3.3%,16.7%
r22,21.4%,7.1%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,40.0%,46.7%
r2,62.5%,32.5%
r20,0.0%,20.0%
r15,0.0%,0.0%
Total,45.8%,34.0%
