List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,100.0%,0.0%
r34,45.7%,45.7%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,13.3%,40.0%
r13,57.1%,48.6%
r6,5.7%,71.4%
r29,9.6%,36.5%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,23.3%,36.7%
r28,24.4%,42.2%
r25,0.0%,83.3%
r23,22.2%,27.8%
r18,6.7%,23.3%
r11,48.9%,24.4%
r27,4.0%,96.0%
r5,22.5%,22.5%
r17,6.7%,20.0%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,4.8%,4.8%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,37.8%,17.8%
r2,45.0%,45.0%
r20,72.5%,72.5%
r15,0.0%,0.0%
Total,34.3%,40.3%
