List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,25.0%,25.0%
r34,40.0%,17.1%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,6.7%
r13,40.0%,45.7%
r6,71.4%,74.3%
r29,32.7%,11.5%
r3,6.7%,13.3%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,26.7%,40.0%
r28,33.3%,42.2%
r25,3.3%,83.3%
r23,22.2%,5.6%
r18,6.7%,23.3%
r11,22.2%,48.9%
r27,100.0%,96.0%
r5,17.5%,42.5%
r17,16.7%,0.0%
r19,0.0%,0.0%
r8,83.3%,86.7%
r1,70.0%,70.0%
r30,0.0%,26.7%
r22,2.4%,4.8%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,40.0%,4.4%
r2,55.0%,45.0%
r20,52.5%,20.0%
r15,13.3%,6.7%
Total,37.0%,40.0%
