List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,36.7%,0.0%
r13,34.3%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,80.0%,6.7%
r24,7.5%,17.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,30.0%,46.7%
r23,0.0%,0.0%
r18,23.3%,10.0%
r11,11.1%,4.4%
r27,100.0%,96.0%
r5,27.5%,0.0%
r17,0.0%,56.7%
r19,100.0%,100.0%
r8,93.3%,93.3%
r1,0.0%,70.0%
r30,43.3%,13.3%
r22,0.0%,2.4%
r26,6.7%,6.7%
r9,0.0%,36.4%
r14,55.6%,51.1%
r2,47.5%,27.5%
r20,22.5%,25.0%
r15,0.0%,26.7%
Total,31.4%,31.6%
