List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,31.4%,48.6%
r4,10.0%,60.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,37.1%,8.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,7.5%,25.0%
r32,100.0%,100.0%
r16,63.3%,0.0%
r28,24.4%,24.4%
r25,30.0%,30.0%
r23,0.0%,0.0%
r18,30.0%,16.7%
r11,6.7%,20.0%
r27,0.0%,100.0%
r5,5.0%,25.0%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,66.7%,0.0%
r30,33.3%,13.3%
r22,16.7%,4.8%
r26,13.3%,0.0%
r9,0.0%,0.0%
r14,51.1%,46.7%
r2,42.5%,20.0%
r20,42.5%,42.5%
r15,0.0%,0.0%
Total,32.7%,29.9%
