List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,76.7%,23.3%
r10,0.0%,20.0%
r21,25.0%,25.0%
r34,42.9%,22.9%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,13.3%,10.0%
r13,54.3%,54.3%
r6,94.3%,51.4%
r29,86.5%,86.5%
r3,6.7%,20.0%
r24,15.0%,10.0%
r32,96.7%,96.7%
r16,43.3%,40.0%
r28,100.0%,57.8%
r25,83.3%,83.3%
r23,5.6%,16.7%
r18,6.7%,3.3%
r11,48.9%,48.9%
r27,96.0%,4.0%
r5,45.0%,40.0%
r17,16.7%,13.3%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,23.3%,6.7%
r22,11.9%,2.4%
r26,60.0%,40.0%
r9,100.0%,0.0%
r14,40.0%,33.3%
r2,25.0%,45.0%
r20,20.0%,75.0%
r15,66.7%,66.7%
Total,51.6%,44.1%
