List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,0.0%
r21,0.0%,75.0%
r34,11.4%,14.3%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,45.7%,31.4%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,13.3%,13.3%
r24,12.5%,5.0%
r32,100.0%,100.0%
r16,46.7%,46.7%
r28,24.4%,42.2%
r25,83.3%,83.3%
r23,16.7%,44.4%
r18,6.7%,20.0%
r11,2.2%,2.2%
r27,4.0%,96.0%
r5,30.0%,30.0%
r17,0.0%,13.3%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,73.3%,73.3%
r30,13.3%,0.0%
r22,9.5%,14.3%
r26,60.0%,0.0%
r9,0.0%,100.0%
r14,68.9%,22.2%
r2,35.0%,0.0%
r20,27.5%,60.0%
r15,0.0%,0.0%
Total,41.0%,41.7%
