List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,2.9%,62.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,40.0%,60.0%
r6,51.4%,37.1%
r29,90.4%,86.5%
r3,6.7%,0.0%
r24,10.0%,10.0%
r32,100.0%,96.7%
r16,50.0%,6.7%
r28,33.3%,42.2%
r25,76.7%,76.7%
r23,5.6%,22.2%
r18,10.0%,6.7%
r11,22.2%,73.3%
r27,96.0%,4.0%
r5,25.0%,20.0%
r17,36.7%,3.3%
r19,0.0%,0.0%
r8,43.3%,3.3%
r1,20.0%,76.7%
r30,20.0%,3.3%
r22,4.8%,2.4%
r26,40.0%,100.0%
r9,95.5%,95.5%
r14,8.9%,11.1%
r2,0.0%,0.0%
r20,0.0%,72.5%
r15,20.0%,40.0%
Total,36.3%,39.9%
