List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,17.1%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,94.3%,94.3%
r6,51.4%,51.4%
r29,90.4%,98.1%
r3,6.7%,0.0%
r24,40.0%,2.5%
r32,96.7%,100.0%
r16,3.3%,3.3%
r28,42.2%,33.3%
r25,76.7%,80.0%
r23,5.6%,16.7%
r18,13.3%,10.0%
r11,24.4%,73.3%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,20.0%,0.0%
r30,30.0%,26.7%
r22,2.4%,9.5%
r26,100.0%,100.0%
r9,95.5%,95.5%
r14,6.7%,17.8%
r2,2.5%,35.0%
r20,0.0%,20.0%
r15,0.0%,40.0%
Total,36.0%,44.1%
