List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,76.7%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,17.1%,54.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,13.3%
r13,48.6%,48.6%
r6,91.4%,91.4%
r29,17.3%,57.7%
r3,0.0%,13.3%
r24,15.0%,7.5%
r32,0.0%,96.7%
r16,16.7%,36.7%
r28,42.2%,75.6%
r25,83.3%,83.3%
r23,11.1%,0.0%
r18,10.0%,20.0%
r11,22.2%,73.3%
r27,100.0%,4.0%
r5,15.0%,27.5%
r17,26.7%,33.3%
r19,0.0%,100.0%
r8,86.7%,3.3%
r1,70.0%,70.0%
r30,23.3%,23.3%
r22,16.7%,11.9%
r26,0.0%,60.0%
r9,0.0%,100.0%
r14,37.8%,53.3%
r2,55.0%,50.0%
r20,75.0%,20.0%
r15,80.0%,50.0%
Total,40.2%,48.2%
