List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,100.0%
r10,40.0%,0.0%
r21,0.0%,25.0%
r34,48.6%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,34.3%,31.4%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,6.7%,6.7%
r24,12.5%,15.0%
r32,100.0%,0.0%
r16,30.0%,0.0%
r28,24.4%,24.4%
r25,56.7%,43.3%
r23,0.0%,0.0%
r18,30.0%,30.0%
r11,20.0%,13.3%
r27,96.0%,96.0%
r5,40.0%,25.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,70.0%
r30,33.3%,13.3%
r22,9.5%,0.0%
r26,13.3%,13.3%
r9,0.0%,0.0%
r14,44.4%,44.4%
r2,32.5%,35.0%
r20,32.5%,25.0%
r15,0.0%,0.0%
Total,33.2%,30.6%
