List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,2.9%,57.1%
r4,70.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,14.3%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,35.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,33.3%
r25,10.0%,3.3%
r23,5.6%,0.0%
r18,20.0%,23.3%
r11,15.6%,6.7%
r27,96.0%,96.0%
r5,27.5%,5.0%
r17,0.0%,16.7%
r19,0.0%,100.0%
r8,0.0%,83.3%
r1,26.7%,26.7%
r30,10.0%,33.3%
r22,2.4%,0.0%
r26,13.3%,13.3%
r9,0.0%,31.8%
r14,60.0%,35.6%
r2,20.0%,15.0%
r20,45.0%,0.0%
r15,0.0%,26.7%
Total,27.1%,33.8%
