List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,62.9%,45.7%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,6.7%,6.7%
r13,94.3%,54.3%
r6,31.4%,40.0%
r29,13.5%,100.0%
r3,6.7%,6.7%
r24,7.5%,17.5%
r32,100.0%,100.0%
r16,3.3%,3.3%
r28,42.2%,42.2%
r25,0.0%,80.0%
r23,5.6%,5.6%
r18,13.3%,10.0%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,7.5%,25.0%
r17,10.0%,0.0%
r19,0.0%,0.0%
r8,43.3%,80.0%
r1,93.3%,73.3%
r30,50.0%,23.3%
r22,0.0%,4.8%
r26,0.0%,100.0%
r9,95.5%,95.5%
r14,6.7%,11.1%
r2,0.0%,35.0%
r20,72.5%,72.5%
r15,40.0%,23.3%
Total,37.8%,40.3%
