List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,20.0%
r21,75.0%,75.0%
r34,0.0%,2.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,23.3%,20.0%
r13,94.3%,94.3%
r6,97.1%,2.9%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,2.5%,12.5%
r32,0.0%,0.0%
r16,43.3%,46.7%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,55.0%,55.0%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,0.0%,0.0%
r30,0.0%,3.3%
r22,7.1%,14.3%
r26,60.0%,40.0%
r9,100.0%,0.0%
r14,6.7%,0.0%
r2,60.0%,32.5%
r20,32.5%,20.0%
r15,0.0%,0.0%
Total,45.4%,36.9%
