List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,100.0%
r10,20.0%,40.0%
r21,75.0%,0.0%
r34,0.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,28.6%,17.1%
r6,97.1%,0.0%
r29,13.5%,0.0%
r3,73.3%,73.3%
r24,5.0%,22.5%
r32,100.0%,100.0%
r16,0.0%,76.7%
r28,24.4%,24.4%
r25,13.3%,10.0%
r23,11.1%,0.0%
r18,20.0%,10.0%
r11,15.6%,8.9%
r27,0.0%,96.0%
r5,20.0%,25.0%
r17,0.0%,0.0%
r19,100.0%,0.0%
r8,0.0%,0.0%
r1,16.7%,0.0%
r30,6.7%,36.7%
r22,4.8%,9.5%
r26,6.7%,13.3%
r9,0.0%,0.0%
r14,48.9%,46.7%
r2,50.0%,0.0%
r20,32.5%,12.5%
r15,0.0%,0.0%
Total,26.2%,27.0%
