List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,31.4%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,0.0%,3.3%
r13,45.7%,45.7%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,73.3%,6.7%
r24,20.0%,17.5%
r32,100.0%,100.0%
r16,33.3%,0.0%
r28,0.0%,0.0%
r25,20.0%,3.3%
r23,0.0%,0.0%
r18,23.3%,3.3%
r11,8.9%,20.0%
r27,96.0%,96.0%
r5,35.0%,5.0%
r17,10.0%,6.7%
r19,100.0%,94.1%
r8,0.0%,0.0%
r1,0.0%,76.7%
r30,10.0%,13.3%
r22,2.4%,16.7%
r26,0.0%,0.0%
r9,18.2%,0.0%
r14,60.0%,13.3%
r2,50.0%,47.5%
r20,50.0%,65.0%
r15,13.3%,0.0%
Total,28.1%,32.1%
