List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,0.0%
r10,20.0%,40.0%
r21,0.0%,75.0%
r34,14.3%,14.3%
r4,10.0%,10.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,88.6%,5.7%
r6,97.1%,97.1%
r29,100.0%,0.0%
r3,20.0%,0.0%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,50.0%,50.0%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,13.3%,20.0%
r11,22.2%,2.2%
r27,96.0%,96.0%
r5,25.0%,40.0%
r17,10.0%,10.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,13.3%,73.3%
r30,23.3%,23.3%
r22,2.4%,11.9%
r26,40.0%,60.0%
r9,100.0%,0.0%
r14,55.6%,62.2%
r2,60.0%,62.5%
r20,20.0%,75.0%
r15,0.0%,0.0%
Total,44.0%,36.1%
