List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,60.0%,60.0%
r21,100.0%,0.0%
r34,20.0%,14.3%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,10.0%,13.3%
r13,94.3%,94.3%
r6,51.4%,54.3%
r29,100.0%,100.0%
r3,6.7%,0.0%
r24,12.5%,20.0%
r32,100.0%,100.0%
r16,0.0%,50.0%
r28,57.8%,42.2%
r25,80.0%,80.0%
r23,5.6%,16.7%
r18,13.3%,20.0%
r11,73.3%,24.4%
r27,96.0%,4.0%
r5,20.0%,35.0%
r17,20.0%,36.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,20.0%,96.7%
r30,0.0%,30.0%
r22,19.0%,9.5%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,46.7%,46.7%
r2,0.0%,32.5%
r20,5.0%,0.0%
r15,63.3%,73.3%
Total,41.8%,43.4%
