List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,0.0%,75.0%
r34,20.0%,11.4%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,13.3%,40.0%
r13,51.4%,51.4%
r6,45.7%,91.4%
r29,13.5%,76.9%
r3,6.7%,6.7%
r24,10.0%,12.5%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,23.3%,23.3%
r11,48.9%,24.4%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,26.7%,3.3%
r19,0.0%,0.0%
r8,3.3%,6.7%
r1,3.3%,70.0%
r30,6.7%,30.0%
r22,11.9%,7.1%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,40.0%,46.7%
r2,30.0%,25.0%
r20,75.0%,27.5%
r15,40.0%,0.0%
Total,36.7%,45.1%
