List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,0.0%,75.0%
r34,20.0%,80.0%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,0.0%,54.3%
r6,97.1%,97.1%
r29,44.2%,100.0%
r3,20.0%,6.7%
r24,15.0%,7.5%
r32,96.7%,0.0%
r16,30.0%,46.7%
r28,57.8%,57.8%
r25,0.0%,83.3%
r23,5.6%,11.1%
r18,23.3%,13.3%
r11,48.9%,22.2%
r27,100.0%,100.0%
r5,42.5%,12.5%
r17,30.0%,40.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,16.7%,3.3%
r22,4.8%,16.7%
r26,40.0%,60.0%
r9,0.0%,0.0%
r14,60.0%,11.1%
r2,62.5%,62.5%
r20,75.0%,75.0%
r15,83.3%,0.0%
Total,45.6%,46.1%
