List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,60.0%,65.7%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,13.3%
r13,40.0%,40.0%
r6,0.0%,91.4%
r29,5.8%,40.4%
r3,6.7%,13.3%
r24,15.0%,10.0%
r32,96.7%,96.7%
r16,13.3%,50.0%
r28,100.0%,57.8%
r25,83.3%,83.3%
r23,5.6%,16.7%
r18,10.0%,20.0%
r11,48.9%,73.3%
r27,100.0%,100.0%
r5,42.5%,10.0%
r17,6.7%,26.7%
r19,0.0%,0.0%
r8,83.3%,0.0%
r1,0.0%,70.0%
r30,26.7%,26.7%
r22,11.9%,7.1%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,53.3%,22.2%
r2,55.0%,0.0%
r20,0.0%,20.0%
r15,80.0%,0.0%
Total,41.6%,41.5%
