List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,26.7%,73.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,65.7%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,54.3%,54.3%
r6,62.9%,42.9%
r29,90.4%,50.0%
r3,13.3%,13.3%
r24,10.0%,17.5%
r32,100.0%,100.0%
r16,43.3%,46.7%
r28,24.4%,57.8%
r25,80.0%,80.0%
r23,5.6%,5.6%
r18,30.0%,30.0%
r11,22.2%,22.2%
r27,4.0%,96.0%
r5,30.0%,25.0%
r17,36.7%,6.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,20.0%
r30,33.3%,3.3%
r22,9.5%,4.8%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,55.6%,22.2%
r2,42.5%,42.5%
r20,5.0%,20.0%
r15,0.0%,53.3%
Total,39.5%,42.8%
