List,gaussian_mixture,kmeans
r31,0.0%,83.3%
r7,26.7%,26.7%
r10,0.0%,0.0%
r21,0.0%,100.0%
r34,2.9%,2.9%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,10.0%
r13,94.3%,0.0%
r6,51.4%,51.4%
r29,100.0%,0.0%
r3,6.7%,6.7%
r24,2.5%,15.0%
r32,100.0%,0.0%
r16,23.3%,43.3%
r28,100.0%,42.2%
r25,80.0%,80.0%
r23,16.7%,27.8%
r18,16.7%,33.3%
r11,73.3%,73.3%
r27,4.0%,4.0%
r5,50.0%,35.0%
r17,6.7%,26.7%
r19,0.0%,17.6%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,0.0%,0.0%
r22,2.4%,23.8%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,55.6%,0.0%
r2,62.5%,62.5%
r20,22.5%,22.5%
r15,70.0%,93.3%
Total,49.7%,36.2%
