List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,100.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,22.9%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,13.3%,36.7%
r13,34.3%,34.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,2.5%,20.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,10.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,22.2%,20.0%
r27,96.0%,96.0%
r5,2.5%,0.0%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,70.0%,70.0%
r30,10.0%,13.3%
r22,2.4%,2.4%
r26,20.0%,6.7%
r9,13.6%,27.3%
r14,44.4%,20.0%
r2,50.0%,22.5%
r20,37.5%,0.0%
r15,26.7%,26.7%
Total,28.9%,25.0%
