List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,14.3%,20.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,40.0%,40.0%
r6,45.7%,91.4%
r29,34.6%,50.0%
r3,20.0%,13.3%
r24,17.5%,2.5%
r32,96.7%,96.7%
r16,3.3%,30.0%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,3.3%,23.3%
r11,42.2%,24.4%
r27,96.0%,96.0%
r5,17.5%,17.5%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,83.3%,6.7%
r1,70.0%,70.0%
r30,26.7%,3.3%
r22,4.8%,2.4%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,37.8%,37.8%
r2,30.0%,30.0%
r20,75.0%,20.0%
r15,40.0%,0.0%
Total,41.5%,40.6%
