List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,100.0%
r10,20.0%,20.0%
r21,0.0%,75.0%
r34,8.6%,54.3%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,8.6%,34.3%
r6,0.0%,0.0%
r29,86.5%,13.5%
r3,73.3%,0.0%
r24,5.0%,7.5%
r32,0.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,10.0%
r23,0.0%,0.0%
r18,6.7%,13.3%
r11,20.0%,20.0%
r27,96.0%,96.0%
r5,27.5%,5.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,73.3%
r30,20.0%,36.7%
r22,2.4%,9.5%
r26,53.3%,0.0%
r9,0.0%,0.0%
r14,44.4%,0.0%
r2,0.0%,27.5%
r20,50.0%,20.0%
r15,16.7%,26.7%
Total,25.7%,26.2%
