List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,100.0%,0.0%
r34,37.1%,5.7%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,40.0%
r13,5.7%,40.0%
r6,94.3%,91.4%
r29,46.2%,42.3%
r3,6.7%,20.0%
r24,17.5%,12.5%
r32,100.0%,96.7%
r16,40.0%,40.0%
r28,42.2%,66.7%
r25,83.3%,83.3%
r23,16.7%,11.1%
r18,20.0%,20.0%
r11,22.2%,22.2%
r27,0.0%,96.0%
r5,42.5%,12.5%
r17,16.7%,13.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,20.0%,3.3%
r22,4.8%,4.8%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,20.0%,40.0%
r2,42.5%,25.0%
r20,75.0%,20.0%
r15,16.7%,30.0%
Total,39.7%,40.0%
