List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,60.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,13.3%
r13,8.6%,0.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,0.0%,50.0%
r28,24.4%,0.0%
r25,10.0%,3.3%
r23,0.0%,0.0%
r18,23.3%,26.7%
r11,2.2%,15.6%
r27,100.0%,96.0%
r5,27.5%,27.5%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,70.0%
r30,43.3%,13.3%
r22,2.4%,0.0%
r26,26.7%,20.0%
r9,13.6%,0.0%
r14,62.2%,22.2%
r2,50.0%,0.0%
r20,12.5%,15.0%
r15,0.0%,0.0%
Total,28.3%,27.4%
