List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,48.6%,48.6%
r4,0.0%,0.0%
r33,100.0%,14.3%
r12,40.0%,40.0%
r13,34.3%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,7.5%,17.5%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,33.3%
r25,60.0%,6.7%
r23,22.2%,5.6%
r18,30.0%,3.3%
r11,15.6%,17.8%
r27,0.0%,96.0%
r5,25.0%,20.0%
r17,6.7%,3.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,16.7%,70.0%
r30,30.0%,13.3%
r22,4.8%,21.4%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,46.7%,0.0%
r2,0.0%,45.0%
r20,37.5%,47.5%
r15,0.0%,0.0%
Total,31.1%,23.9%
