List,gaussian_mixture,kmeans
r31,66.7%,83.3%
r7,100.0%,0.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,8.6%,0.0%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,6.7%,36.7%
r13,34.3%,8.6%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,6.7%,73.3%
r24,10.0%,2.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,57.8%,42.2%
r25,10.0%,13.3%
r23,5.6%,0.0%
r18,23.3%,10.0%
r11,15.6%,20.0%
r27,100.0%,100.0%
r5,27.5%,27.5%
r17,53.3%,0.0%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,73.3%,0.0%
r30,36.7%,33.3%
r22,2.4%,14.3%
r26,20.0%,20.0%
r9,31.8%,0.0%
r14,57.8%,4.4%
r2,20.0%,20.0%
r20,55.0%,30.0%
r15,26.7%,0.0%
Total,32.8%,26.9%
