List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,5.7%,80.0%
r4,10.0%,20.0%
r33,100.0%,0.0%
r12,6.7%,23.3%
r13,51.4%,51.4%
r6,97.1%,97.1%
r29,100.0%,0.0%
r3,13.3%,6.7%
r24,12.5%,15.0%
r32,100.0%,100.0%
r16,43.3%,0.0%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,5.6%,22.2%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,96.0%,100.0%
r5,27.5%,55.0%
r17,16.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,16.7%,0.0%
r30,23.3%,16.7%
r22,14.3%,7.1%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,51.1%,15.6%
r2,32.5%,62.5%
r20,75.0%,20.0%
r15,0.0%,0.0%
Total,48.7%,40.8%
