List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,31.4%
r4,0.0%,0.0%
r33,0.0%,14.3%
r12,33.3%,0.0%
r13,31.4%,11.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,5.0%,10.0%
r32,100.0%,100.0%
r16,76.7%,76.7%
r28,24.4%,0.0%
r25,56.7%,16.7%
r23,5.6%,0.0%
r18,6.7%,16.7%
r11,20.0%,20.0%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,6.7%,3.3%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,0.0%
r30,13.3%,40.0%
r22,21.4%,16.7%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,46.7%,0.0%
r2,0.0%,35.0%
r20,47.5%,5.0%
r15,0.0%,26.7%
Total,27.3%,22.8%
