List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,0.0%,25.0%
r34,34.3%,11.4%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,13.3%,10.0%
r13,40.0%,48.6%
r6,71.4%,71.4%
r29,32.7%,40.4%
r3,13.3%,20.0%
r24,17.5%,0.0%
r32,96.7%,96.7%
r16,33.3%,16.7%
r28,75.6%,42.2%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,6.7%,23.3%
r11,6.7%,31.1%
r27,4.0%,96.0%
r5,40.0%,40.0%
r17,6.7%,26.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,3.3%,6.7%
r22,2.4%,4.8%
r26,0.0%,0.0%
r9,0.0%,100.0%
r14,24.4%,51.1%
r2,55.0%,30.0%
r20,75.0%,27.5%
r15,33.3%,76.7%
Total,38.5%,42.5%
