List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,100.0%,0.0%
r34,48.6%,5.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,40.0%,5.7%
r6,42.9%,45.7%
r29,80.8%,36.5%
r3,20.0%,6.7%
r24,12.5%,15.0%
r32,96.7%,96.7%
r16,53.3%,40.0%
r28,24.4%,42.2%
r25,0.0%,83.3%
r23,11.1%,0.0%
r18,3.3%,6.7%
r11,48.9%,48.9%
r27,4.0%,96.0%
r5,40.0%,40.0%
r17,6.7%,3.3%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,70.0%,70.0%
r30,23.3%,30.0%
r22,2.4%,7.1%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,33.3%,40.0%
r2,45.0%,30.0%
r20,75.0%,20.0%
r15,20.0%,6.7%
Total,41.6%,38.8%
