List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,26.7%
r10,20.0%,60.0%
r21,0.0%,0.0%
r34,34.3%,31.4%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,0.0%
r13,0.0%,37.1%
r6,54.3%,94.3%
r29,13.5%,13.5%
r3,0.0%,40.0%
r24,5.0%,10.0%
r32,100.0%,100.0%
r16,16.7%,50.0%
r28,24.4%,0.0%
r25,13.3%,0.0%
r23,0.0%,0.0%
r18,26.7%,10.0%
r11,13.3%,13.3%
r27,0.0%,96.0%
r5,17.5%,17.5%
r17,16.7%,0.0%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,76.7%
r30,36.7%,46.7%
r22,2.4%,2.4%
r26,26.7%,66.7%
r9,27.3%,40.9%
r14,64.4%,53.3%
r2,22.5%,2.5%
r20,52.5%,27.5%
r15,0.0%,50.0%
Total,30.0%,33.2%
