List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,57.1%
r4,20.0%,20.0%
r33,85.7%,100.0%
r12,16.7%,40.0%
r13,40.0%,14.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,2.5%,2.5%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,75.6%,24.4%
r25,3.3%,10.0%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,8.9%,20.0%
r27,96.0%,96.0%
r5,2.5%,7.5%
r17,0.0%,6.7%
r19,100.0%,0.0%
r8,0.0%,90.0%
r1,60.0%,76.7%
r30,10.0%,10.0%
r22,4.8%,2.4%
r26,13.3%,20.0%
r9,9.1%,0.0%
r14,62.2%,48.9%
r2,45.0%,47.5%
r20,12.5%,25.0%
r15,0.0%,10.0%
Total,29.7%,29.7%
