List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,2.9%,0.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,26.7%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,9.6%,9.6%
r3,13.3%,6.7%
r24,10.0%,7.5%
r32,0.0%,0.0%
r16,40.0%,46.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,20.0%,6.7%
r11,73.3%,0.0%
r27,96.0%,96.0%
r5,27.5%,55.0%
r17,30.0%,36.7%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,3.3%,0.0%
r30,0.0%,16.7%
r22,4.8%,14.3%
r26,60.0%,60.0%
r9,0.0%,0.0%
r14,48.9%,11.1%
r2,32.5%,32.5%
r20,75.0%,0.0%
r15,0.0%,0.0%
Total,41.4%,34.6%
