List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,0.0%,100.0%
r10,20.0%,20.0%
r21,0.0%,75.0%
r34,28.6%,57.1%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,6.7%,3.3%
r13,2.9%,31.4%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,6.7%,80.0%
r24,27.5%,10.0%
r32,100.0%,100.0%
r16,66.7%,0.0%
r28,24.4%,75.6%
r25,10.0%,23.3%
r23,0.0%,0.0%
r18,10.0%,10.0%
r11,26.7%,11.1%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,0.0%,3.3%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,26.7%,6.7%
r22,2.4%,0.0%
r26,0.0%,0.0%
r9,27.3%,22.7%
r14,46.7%,20.0%
r2,27.5%,0.0%
r20,42.5%,40.0%
r15,26.7%,0.0%
Total,29.3%,35.1%
