List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,22.9%,11.4%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,3.3%,10.0%
r13,45.7%,40.0%
r6,57.1%,71.4%
r29,32.7%,32.7%
r3,6.7%,6.7%
r24,15.0%,7.5%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,24.4%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,23.3%,6.7%
r11,31.1%,24.4%
r27,0.0%,100.0%
r5,25.0%,5.0%
r17,10.0%,0.0%
r19,0.0%,0.0%
r8,83.3%,3.3%
r1,70.0%,70.0%
r30,3.3%,23.3%
r22,4.8%,9.5%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,17.8%,15.6%
r2,30.0%,45.0%
r20,47.5%,47.5%
r15,16.7%,43.3%
Total,36.3%,33.5%
