List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,80.0%,0.0%
r21,75.0%,0.0%
r34,80.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,94.3%,94.3%
r6,2.9%,97.1%
r29,90.4%,9.6%
r3,6.7%,0.0%
r24,12.5%,15.0%
r32,0.0%,0.0%
r16,46.7%,40.0%
r28,100.0%,42.2%
r25,83.3%,83.3%
r23,11.1%,22.2%
r18,20.0%,10.0%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,40.0%,55.0%
r17,10.0%,10.0%
r19,0.0%,0.0%
r8,3.3%,0.0%
r1,0.0%,70.0%
r30,6.7%,3.3%
r22,19.0%,9.5%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,28.9%,8.9%
r2,32.5%,60.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,44.7%,40.9%
