List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,25.7%,60.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,33.3%,33.3%
r13,40.0%,40.0%
r6,0.0%,2.9%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,15.0%,15.0%
r32,100.0%,0.0%
r16,0.0%,3.3%
r28,57.8%,42.2%
r25,13.3%,13.3%
r23,11.1%,0.0%
r18,23.3%,23.3%
r11,13.3%,4.4%
r27,0.0%,100.0%
r5,2.5%,0.0%
r17,6.7%,0.0%
r19,100.0%,100.0%
r8,93.3%,93.3%
r1,56.7%,0.0%
r30,36.7%,40.0%
r22,0.0%,0.0%
r26,26.7%,20.0%
r9,31.8%,0.0%
r14,60.0%,42.2%
r2,7.5%,20.0%
r20,32.5%,10.0%
r15,0.0%,26.7%
Total,31.8%,29.3%
